System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
15:00:55:652, 2097560644949491,    0.097,    2.000,  800,  13.484,   1.314,   0.365,   2.405,   0.234,   0.065, 31,  0,   0.705,   0.069,   0.019,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:55:764, 2097561047829261,    0.209,    2.000,  800,  11.594,   2.612,   0.725,   0.516,   0.292,   0.081, 32,  0,   0.672,   0.144,   0.040,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:55:871, 2097561433845123,    0.317,    2.000,  800,  11.552,   3.850,   1.070,   0.512,   0.347,   0.096, 31,  0,   0.669,   0.216,   0.060,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:55:982, 2097561831461505,    0.427,    3.000, 3400,  12.650,   5.247,   1.458,   1.538,   0.517,   0.144, 32,  0,   0.675,   0.290,   0.081,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:56:089, 2097562217558147,    0.534,    2.000,  800,  11.809,   6.514,   1.809,   0.760,   0.599,   0.166, 31,  0,   0.669,   0.362,   0.101,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:56:199, 2097562616378225,    0.645,    2.000,  800,  11.636,   7.803,   2.167,   0.548,   0.659,   0.183, 31,  0,   0.672,   0.436,   0.121,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:56:309, 2097563009432759,    0.754,    2.000,  800,  11.576,   9.067,   2.519,   0.534,   0.717,   0.199, 31,  0,   0.669,   0.509,   0.141,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:56:421, 2097563414736919,    0.867,    3.000,  800,  11.675,  10.381,   2.884,   0.562,   0.781,   0.217, 31,  0,   0.677,   0.586,   0.163,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:56:529, 2097563803229493,    0.975,    7.000, 4000,  13.643,  11.853,   3.293,   2.575,   1.059,   0.294, 31,  0,   0.697,   0.661,   0.184,4095.875,4095.875,   0.000,   0.000,   0.000
15:00:56:635, 2097564183869014,    1.080,   15.000, 4100,  24.135,  14.405,   4.001,  13.270,   2.462,   0.684, 42,  0,   0.993,   0.766,   0.213,4095.875,4095.875,   0.000,   0.000,   0.000
