System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:18:11:651, 2075370255340157,    0.108,    3.000,  800,   5.290,   0.573,   0.159,   1.858,   0.201,   0.056, 32,  0,   0.705,   0.076,   0.021,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:11:758, 2075370642053971,    0.216,    2.000,  800,   3.957,   0.998,   0.277,   0.531,   0.258,   0.072, 31,  0,   0.679,   0.149,   0.041,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:11:868, 2075371037029025,    0.325,    2.000,  800,   3.940,   1.430,   0.397,   0.560,   0.320,   0.089, 32,  0,   0.666,   0.222,   0.062,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:11:977, 2075371430359539,    0.435,    2.000,  800,   4.018,   1.869,   0.519,   0.589,   0.384,   0.107, 32,  0,   0.678,   0.296,   0.082,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:089, 2075371831353639,    0.546,    2.000,  800,   3.956,   2.310,   0.642,   0.570,   0.448,   0.124, 32,  0,   0.667,   0.371,   0.103,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:196, 2075372215307569,    0.653,    3.000,  800,   4.000,   2.737,   0.760,   0.582,   0.510,   0.142, 32,  0,   0.679,   0.443,   0.123,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:308, 2075372621972977,    0.766,    3.000, 2800,   6.463,   3.467,   0.963,   2.019,   0.738,   0.205, 31,  0,   0.694,   0.522,   0.145,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:416, 2075373010035841,    0.874,    1.000,  800,   7.121,   4.234,   1.176,   1.213,   0.868,   0.241, 31,  0,   0.669,   0.594,   0.165,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:527, 2075373409381751,    0.984,    6.000, 2200,   8.445,   5.171,   1.436,   2.475,   1.143,   0.318, 31,  0,   0.711,   0.673,   0.187,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:636, 2075373802200227,    1.094,   18.000, 4200,  11.160,   6.389,   1.775,   5.303,   1.722,   0.478, 42,  0,   0.980,   0.780,   0.217,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:743, 2075374187411605,    1.201,   20.000, 4200,  25.387,   9.105,   2.529,  19.267,   3.783,   1.051, 46,  0,   1.586,   0.949,   0.264,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:853, 2075374583766187,    1.311,   17.000, 4200,  24.283,  11.779,   3.272,  18.011,   5.766,   1.602, 35,  0,   1.389,   1.102,   0.306,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:12:962, 2075374975215561,    1.419,    6.000, 1800,  12.322,  13.119,   3.644,   6.365,   6.458,   1.794, 32,  0,   0.913,   1.201,   0.334,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:13:073, 2075375375660173,    1.531,   14.000, 4200,  15.867,  14.884,   4.134,  10.025,   7.573,   2.104, 37,  0,   1.268,   1.342,   0.373,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:13:181, 2075375762730637,    1.638,    9.000, 3300,  16.086,  16.613,   4.615,   9.786,   8.626,   2.396, 37,  0,   1.206,   1.472,   0.409,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:13:293, 2075376166358183,    1.750,    2.000,  800,   6.864,  17.383,   4.829,   0.899,   8.726,   2.424, 32,  0,   0.683,   1.549,   0.430,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:13:402, 2075376557929641,    1.859,    3.000, 4000,   6.597,  18.100,   5.028,   0.641,   8.796,   2.443, 31,  0,   0.681,   1.623,   0.451,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:13:509, 2075376942266427,    1.966,   13.000, 4300,   8.489,  19.007,   5.280,   2.517,   9.065,   2.518, 32,  0,   0.695,   1.697,   0.471,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:13:618, 2075377336316393,    2.075,    2.000,  800,   7.249,  19.800,   5.500,   1.305,   9.208,   2.558, 32,  0,   0.677,   1.771,   0.492,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:13:728, 2075377733258641,    2.186,    3.000,  800,   6.504,  20.517,   5.699,   0.561,   9.270,   2.575, 32,  0,   0.677,   1.846,   0.513,4095.875,4095.875,   0.000,   0.000,   0.000
13:18:13:838, 2075378128689210,    2.295,    2.000,  800,   6.462,  21.227,   5.896,   0.497,   9.324,   2.590, 31,  0,   0.675,   1.920,   0.533,4095.875,4095.875,   0.000,   0.000,   0.000
